Index,Description,Duration,Amount,TRPS,Rating,Echelon,Date,Listing,Lombard,Liquidity,EUR,RUB,USD
RU000A0JVUK8,AFKS   9.750 09/30/25 PUT,0.612,5000000000.0,8.0,5,2,2021-08-01,3.0,1,0.4194616027436806,0,1,0
RU000A0JWYQ5,AFKS   6.350 10/30/26 PUT,4.418,6500000000.0,9.0,5,2,2021-08-01,3.0,1,0.3936714874777473,0,1,0
RU000A100V79,TCSX   8.250 09/12/29 PUT,5.859,10000000000.0,8.0,4,2,2021-08-01,1.0,0,0.5852127541964465,0,1,0
RU000A0JXVE5,SVYIN  8.900 07/05/22,0.856,20000000000.0,9.0,6,1,2021-08-01,3.0,0,0.5264888855654717,0,1,0
RU000A0JX2F6,ROSB   6.550 12/20/26 PUT,1.2990000000000002,5000000000.0,7.0,7,2,2021-08-01,2.0,1,0.2332677002195881,0,1,0
RU000A0JTM36,BANE   5.500 01/31/23 PUT,1.415,10000000000.0,8.0,7,1,2021-08-01,1.0,1,0.5597053002377664,0,1,0
RU000A0JTM51,BANE   5.500 01/31/23 PUT,1.412,5000000000.0,8.0,7,1,2021-08-01,1.0,1,0.5335313012248112,0,1,0
RU000A101MZ4,IIB    6.750 05/16/23,1.656,7000000000.0,6.0,10,3,2021-08-01,3.0,0,0.18118052412535893,0,1,0
RU000A0ZZZN8,SVKBK 10.350 12/21/21,0.33299999999999996,1200000000.0,8.0,6,1,2021-08-01,3.0,0,0.4230998524923403,0,1,0
RU000A1023K1,AFKS   6.700 08/26/30 PUT,6.6679999999999975,10000000000.0,8.0,5,2,2021-08-01,1.0,1,0.4730145698660936,0,1,0
RU000A102GY7,HEDTR  6.450 12/11/23,2.142,4000000000.0,7.0,6,2,2021-08-01,3.0,0,0.4548529401286705,0,1,0
RU000A102RF3,PPFGP  6.850 02/06/26 PUT,2.302,5000000000.0,8.0,4,2,2021-08-01,1.0,0,0.5568154582259635,0,1,0
RU000A102SV8,AFKS   6.900 02/17/31,6.92,5000000000.0,9.0,5,2,2021-08-01,1.0,0,0.4848312936662218,0,1,0
RU000A0JW1P8,GOTRL  6.890 12/16/25 PUT,1.2819999999999998,4000000000.0,8.0,6,1,2021-08-01,1.0,1,0.3539753181172481,0,1,0
RU000A0ZYNY4,GOTRL  6.250 12/31/32 FRN PUT,7.6389999999999985,10000000000.0,8.0,6,1,2021-08-01,1.0,1,0.476362357672029,0,1,0
RU000A0ZYR91,GOTRL  6.150 01/18/33 FRN PUT,7.659,10000000000.0,9.0,6,1,2021-08-01,1.0,1,0.46324096189701097,0,1,0
RU000A0ZZ1J8,GOTRL  7.350 03/18/33 PUT,7.798999999999999,10000000000.0,9.0,6,1,2021-08-01,1.0,1,0.4631552151505257,0,1,0
RU000A0JVA10,GOTRL  7.980 03/06/25 PUT,1.894,5000000000.0,7.0,6,2,2021-08-01,1.0,1,0.4521968600524794,0,1,0
RU000A0JVVA7,FASPM 12.500 10/13/22,1.065,9000000000.0,7.0,8,3,2021-08-01,1.0,1,0.4308502624361628,0,1,0
RU000A0JTVJ2,FASPM  8.300 04/11/23 PUT,0.632,10000000000.0,8.0,6,1,2021-08-01,2.0,1,0.4452550344603067,0,1,0
RU000A100VX2,INOFC  7.900 09/26/29 PUT,6.001,7000000000.0,5.0,7,2,2021-08-01,3.0,0,0.2141853541451506,0,1,0
RU000A101D13,AFKS   7.100 01/26/23,1.388,10000000000.0,8.0,4,2,2021-08-01,2.0,0,0.543292385047573,0,1,0
RU000A0JX1S1,ROSSI  6.650 11/27/31 PUT,1.269,15000000000.0,9.0,8,1,2021-08-01,3.0,1,0.4428993224335327,0,1,0
RU000A101KK0,FASPM  6.750 03/26/24 PUT,2.38,6500000000.0,8.0,8,1,2021-08-01,3.0,0,0.4367181195480052,0,1,0
XS1946883342,ALFAB  9.350 08/06/22 MTN,0.939,10000000000.0,9.0,6,1,2021-08-01,-1.0,0,0.0,0,1,0
RU000A101S81,UNCRS  6.500 05/28/30 PUT,6.643,10000000000.0,7.0,4,2,2021-08-01,2.0,0,0.4569396830994893,0,1,0
XS1691350455,RUCAM  8.125 09/28/22 '22,0.8170000000000001,20000000000.0,9.0,7,1,2021-08-01,-1.0,0,0.0,0,1,0
RU000A0JTLJ3,USMHD  7.650 01/27/23 PUT,1.384,5000000000.0,8.0,6,1,2021-08-01,2.0,1,0.2514133892988812,0,1,0
RU000A0JTLL9,USMHD  7.650 01/27/23 PUT,1.384,5000000000.0,7.0,6,2,2021-08-01,2.0,1,0.4267546198879009,0,1,0
RU000A102Y58,BRSSD  9.600 04/01/24,2.32,6000000000.0,6.0,3,3,2021-08-01,3.0,0,0.5586117807631459,0,1,0
RU000A0JS5R1,VNESH  6.200 03/17/22 PUT,0.56,5000000000.0,6.0,1,3,2021-08-01,3.0,1,0.0,0,1,0
RU000A0JS603,VNESH  6.250 08/11/22 PUT,0.963,5000000000.0,6.0,1,3,2021-08-01,3.0,1,0.0,0,1,0
RU000A0JXSF8,TRMK   7.600 05/21/27 PUT,4.686,10000000000.0,7.0,3,3,2021-08-01,2.0,0,0.5038557912727399,0,1,0
RU000A102CL3,RUGV   1.850 11/20/32,10.115,1250000000.0,9.0,7,1,2021-08-01,1.0,0,0.4099593470874888,1,0,0
RU000A101616,FASPM  5.000 Perp     '25,19.345,150000000.0,8.0,6,1,2021-09-01,3.0,0,0.4587824290760866,1,0,0
XS2159874002,LKOH   3.875 05/06/30,7.372000000000001,1500000000.0,10.0,8,1,2021-09-01,3.0,0,0.4716777891431661,0,0,1
XS2134628069,MMCFN  2.550 09/11/25 '25,3.5839999999999996,500000000.0,10.0,7,1,2021-09-01,3.0,0,0.5074806655949033,0,0,1
XS2291819980,GAZFI  2.950 01/27/29 MTN,6.641,2000000000.0,10.0,8,1,2021-09-01,3.0,0,0.0,0,0,1
XS0810596832,VTBR   9.500 Perp     '22 FRN,1.156,2250000000.0,10.0,7,1,2021-09-01,3.0,0,0.5645513755789954,0,0,1
XS2252958751,VON    3.375 11/25/27 '27 MTN,5.3839999999999995,1250000000.0,9.0,6,1,2021-09-01,-1.0,0,0.0,0,0,1
XS1433454243,FLOT   5.375 06/16/23,1.673,498427000.0,10.0,7,1,2021-09-01,3.0,0,0.3753612126681221,0,0,1
XS1759468967,UNCRS  4.850 02/01/23,1.338,500000000.0,8.0,4,2,2021-09-01,-1.0,0,0.0,0,0,1
XS1400710726,VON    7.250 04/26/23 '23,1.285,700000000.0,10.0,5,2,2021-09-01,-1.0,0,0.0,0,0,1
XS1772800204,DMAIR  5.075 02/15/23 '22,1.137,204719000.0,10.0,5,2,2021-09-01,3.0,0,0.3675688961783901,0,0,1
XS2010044548,CPPFD  4.500 09/19/24 '24,2.569,300000000.0,8.0,4,2,2021-09-01,-1.0,0,0.0,0,0,1
XS2010044381,GTEPT  4.949 02/18/26,4.026,550000000.0,10.0,5,2,2021-09-01,3.0,1,0.39985856244750784,0,0,1
XS2063279959,ALFAB  5.950 04/15/30 '25 FRN,3.2089999999999996,850000000.0,10.0,5,2,2021-09-01,3.0,0,0.5113506619755285,0,0,1
XS2124187571,GAZFI  3.250 02/25/30 MTN,7.439,2000000000.0,10.0,8,1,2021-09-01,3.0,1,0.5619643061064041,0,0,1
XS0841671000,SGEEL  5.900 10/17/22 MTN,1.043,634051000.0,10.0,8,1,2021-09-01,3.0,1,0.0,0,0,1
XS0800817073,VEFNC  6.025 07/05/22,0.7859999999999999,1000000000.0,10.0,7,1,2021-09-01,3.0,1,0.7062776394159272,0,0,1
XS0830192711,STGPN  4.375 09/19/22 MTN,0.975,1500000000.0,10.0,8,1,2021-09-01,3.0,1,0.4182164825827465,0,0,1
XS2183144810,AFHDS  2.700 06/11/23 MTN,1.706,350000000.0,10.0,5,2,2021-09-01,3.0,0,0.2389688234569836,1,0,0
XS0861981180,ROSNI  4.199 03/06/22 MTN,0.469,2000000000.0,10.0,7,1,2021-09-01,3.0,1,0.5458170171209225,0,0,1
XS1622146758,MMCFN  3.849 04/08/22 '22,0.309,500000000.0,10.0,7,1,2021-09-01,-1.0,0,0.0,0,0,1
XS0743596040,STSBC  6.125 02/07/22 MTN,0.389,1500000000.0,10.0,7,1,2021-09-01,3.0,1,0.0,0,0,1
XS1634369067,BYGV   6.875 02/28/23,1.399,800000000.0,10.0,2,2,2021-09-01,3.0,0,0.30325500981365083,0,0,1
XS2243631095,GAZFI  4.599 Perp     '25 FRN,3.778,1400000000.0,10.0,6,1,2021-09-01,3.0,0,0.4707957911576072,0,0,1
XS1951067039,CBOMF  5.150 02/20/24,2.2920000000000003,327228000.0,10.0,5,2,2021-09-01,3.0,0,0.5498411977375992,1,0,0
XS2099763075,CBOMF  4.700 01/29/25,3.142,541000000.0,10.0,5,2,2021-09-01,3.0,0,0.5331218610519172,0,0,1
XS1533915721,EVRE   5.375 03/20/23,1.4340000000000002,750000000.0,10.0,6,1,2021-09-01,3.0,0,0.4902855489469866,0,0,1
RU000A0JWV63,FASPM 14.250 Perp     '26,3.6719999999999997,5000000000.0,7.0,6,2,2021-09-01,3.0,0,0.4794149024157539,0,1,0
RU000A0JVUK8,AFKS   9.750 09/30/25 PUT,0.535,5000000000.0,9.0,5,2,2021-09-01,3.0,1,0.3880270127980873,0,1,0
RU000A0JWYQ5,AFKS   6.350 10/30/26 PUT,4.337,6500000000.0,9.0,5,2,2021-09-01,3.0,1,0.3660871046028326,0,1,0
RU000A100V79,TCSX   8.250 09/12/29 PUT,5.78,10000000000.0,8.0,4,2,2021-09-01,1.0,0,0.6075700065395132,0,1,0
RU000A0JXVE5,SVYIN  8.900 07/05/22,0.779,20000000000.0,9.0,6,1,2021-09-01,3.0,0,0.445877175153332,0,1,0
RU000A0JX2F6,ROSB   6.550 12/20/26 PUT,1.222,5000000000.0,7.0,7,2,2021-09-01,2.0,1,0.22366021051152474,0,1,0
RU000A0JTM36,BANE   5.500 01/31/23 PUT,1.338,10000000000.0,9.0,7,1,2021-09-01,1.0,1,0.2870709774765012,0,1,0
RU000A0JTM51,BANE   5.500 01/31/23 PUT,1.335,5000000000.0,9.0,7,1,2021-09-01,1.0,1,0.2757446115288124,0,1,0
RU000A101MZ4,IIB    6.750 05/16/23,1.58,7000000000.0,6.0,10,3,2021-09-01,3.0,0,0.23695673104161674,0,1,0
RU000A0ZZZN8,SVKBK 10.350 12/21/21,0.257,1200000000.0,8.0,6,1,2021-09-01,3.0,0,0.3998030277768346,0,1,0
RU000A1023K1,AFKS   6.700 08/26/30 PUT,6.808,10000000000.0,9.0,5,2,2021-09-01,1.0,1,0.5801534521010132,0,1,0
RU000A102GY7,HEDTR  6.450 12/11/23,2.099,4000000000.0,7.0,6,2,2021-09-01,3.0,0,0.4466311801603671,0,1,0
RU000A102RF3,PPFGP  6.850 02/06/26 PUT,2.225,5000000000.0,8.0,4,2,2021-09-01,1.0,0,0.5056013512198627,0,1,0
RU000A0JW1P8,GTLK   6.890 12/16/25 PUT,1.206,4000000000.0,7.0,6,2,2021-09-01,1.0,1,0.3427834333935387,0,1,0
RU000A0ZYNY4,GTLK   6.250 12/31/32 FRN PUT,7.443,10000000000.0,8.0,6,1,2021-09-01,1.0,1,0.44624405286985663,0,1,0
RU000A0ZYR91,GTLK   6.150 01/18/33 FRN PUT,7.472,10000000000.0,9.0,6,1,2021-09-01,1.0,1,0.4449405167541533,0,1,0
RU000A0ZZ1J8,GTLK   7.350 03/18/33 PUT,7.711,10000000000.0,9.0,6,1,2021-09-01,1.0,1,0.4643521308223239,0,1,0
RU000A0JVA10,GTLK   7.980 03/06/25 PUT,1.854,5000000000.0,8.0,6,1,2021-09-01,1.0,1,0.4295811708096355,0,1,0
RU000A0JVVA7,FASPM 12.500 10/13/22,0.988,9000000000.0,8.0,8,1,2021-09-01,1.0,1,0.3452438768950428,0,1,0
RU000A0JTVJ2,FASPM  8.300 04/11/23 PUT,0.555,10000000000.0,8.0,6,1,2021-09-01,2.0,1,0.6072174796897728,0,1,0
RU000A100VX2,INOFC  7.900 09/26/29 PUT,5.879,7000000000.0,7.0,7,2,2021-09-01,3.0,0,0.3691897273554788,0,1,0
RU000A101D13,AFKS   7.100 01/26/23,1.311,10000000000.0,8.0,4,2,2021-09-01,2.0,0,0.5079147688722079,0,1,0
RU000A0JX1S1,ROSSI  6.650 11/27/31 PUT,1.192,15000000000.0,9.0,8,1,2021-09-01,3.0,1,0.5285114295354765,0,1,0
RU000A101KK0,FASPM  6.750 03/26/24 PUT,2.303,6500000000.0,8.0,8,1,2021-09-01,3.0,0,0.4233590408663422,0,1,0
XS1946883342,ALFAB  9.350 08/06/22 MTN,0.8640000000000001,10000000000.0,8.0,6,1,2021-09-01,-1.0,0,0.0,0,1,0
RU000A101S81,UNCRS  6.500 05/28/30 PUT,6.676,10000000000.0,8.0,4,2,2021-09-01,2.0,0,0.4818065418277869,0,1,0
XS1691350455,RUCAM  8.125 09/28/22 '22,0.742,20000000000.0,10.0,7,1,2021-09-01,-1.0,0,0.0,0,1,0
RU000A0JTLJ3,USMHD  7.650 01/27/23 PUT,1.308,5000000000.0,8.0,6,1,2021-09-01,2.0,1,0.23996454373085024,0,1,0
RU000A0JTLL9,USMHD  7.650 01/27/23 PUT,1.307,5000000000.0,8.0,6,1,2021-09-01,2.0,1,0.1971654816180088,0,1,0
RU000A102Y58,BRSSD  9.600 04/01/24,2.2430000000000003,6000000000.0,6.0,4,2,2021-09-01,3.0,0,0.5325375540968172,0,1,0
RU000A0JS5R1,VNESH  6.200 03/17/22 PUT,0.499,5000000000.0,6.0,1,3,2021-09-01,3.0,1,0.0,0,1,0
RU000A0JS603,VNESH  6.250 08/11/22 PUT,0.8859999999999999,5000000000.0,8.0,1,1,2021-09-01,3.0,1,0.2254458535517295,0,1,0
RU000A0JXSF8,TRMK   7.600 05/21/27 PUT,4.606,10000000000.0,7.0,3,3,2021-09-01,2.0,0,0.5324209107657447,0,1,0
RU000A102CL3,RUGV   1.850 11/20/32,10.051,1250000000.0,9.0,7,1,2021-09-01,1.0,0,0.3775791543640325,1,0,0
RU000A101616,FASPM  5.000 Perp     '25,18.8,150000000.0,8.0,6,1,2021-10-01,3.0,0,0.4801395741512105,1,0,0
XS2159874002,LKOH   3.875 05/06/30,7.266,1500000000.0,10.0,8,1,2021-10-01,3.0,0,0.4989792787615793,0,0,1
XS2134628069,MMCFN  2.550 09/11/25 '25,3.489,500000000.0,10.0,7,1,2021-10-01,3.0,0,0.5023734361073017,0,0,1
XS2291819980,GAZFI  2.950 01/27/29 MTN,6.5440000000000005,2000000000.0,10.0,8,1,2021-10-01,3.0,0,0.0,0,0,1
XS0810596832,VTBR   9.500 Perp     '22 FRN,1.061,2250000000.0,10.0,7,1,2021-10-01,3.0,0,0.5561863067837737,0,0,1
XS2252958751,VON    3.375 11/25/27 '27 MTN,5.284,1250000000.0,9.0,6,1,2021-10-01,-1.0,0,0.0,0,0,1
XS0893212398,VEFNC  4.032 02/21/23 MTN,1.2990000000000002,500000000.0,10.0,7,1,2021-10-01,3.0,1,0.5211702853805724,1,0,0
XS2384475930,CBOMF  3.875 09/21/26,4.504,500000000.0,9.0,5,2,2021-10-01,3.0,0,0.566097000822671,0,0,1
XS1433454243,FLOT   5.375 06/16/23,1.579,498427000.0,10.0,7,1,2021-10-01,3.0,0,0.3675097083004203,0,0,1
XS1759468967,UNCRS  4.850 02/01/23,1.2429999999999999,500000000.0,8.0,3,2,2021-10-01,-1.0,0,0.0,0,0,1
XS1400710726,VON    7.250 04/26/23 '23,1.19,700000000.0,10.0,5,2,2021-10-01,-1.0,0,0.0,0,0,1
XS1772800204,DMAIR  5.075 02/15/23 '22,1.043,204719000.0,10.0,5,2,2021-10-01,3.0,0,0.39233395565599377,0,0,1
XS2010044548,CPPFD  4.500 09/19/24 '24,2.529,300000000.0,8.0,3,2,2021-10-01,-1.0,0,0.0,0,0,1
XS2010044381,GTEPT  4.949 02/18/26,3.929,550000000.0,10.0,5,2,2021-10-01,3.0,1,0.45579302758039897,0,0,1
XS2063279959,ALFAB  5.950 04/15/30 '25 FRN,3.201,850000000.0,9.0,5,2,2021-10-01,3.0,0,0.5418673127961621,0,0,1
XS2124187571,GAZFI  3.250 02/25/30 MTN,7.338999999999999,2000000000.0,10.0,8,1,2021-10-01,3.0,1,0.6140584240271428,0,0,1
XS0841671000,SGEEL  5.900 10/17/22 MTN,0.975,634051000.0,10.0,8,1,2021-10-01,3.0,1,0.0,0,0,1
XS0800817073,VEFNC  6.025 07/05/22,0.6910000000000001,1000000000.0,10.0,7,1,2021-10-01,3.0,1,0.7064341236861228,0,0,1
XS0830192711,STGPN  4.375 09/19/22 MTN,0.9009999999999999,1500000000.0,10.0,8,1,2021-10-01,3.0,1,0.5609885363701018,0,0,1
XS2183144810,AFHDS  2.700 06/11/23 MTN,1.6119999999999999,350000000.0,10.0,5,2,2021-10-01,3.0,0,0.3199850446666991,1,0,0
XS0861981180,ROSNI  4.199 03/06/22 MTN,0.375,2000000000.0,10.0,7,1,2021-10-01,3.0,1,0.5452083459840584,0,0,1
XS1622146758,MMCFN  3.849 04/08/22 '22,0.46399999999999997,500000000.0,10.0,7,1,2021-10-01,-1.0,0,0.0,0,0,1
XS0743596040,STSBC  6.125 02/07/22 MTN,0.294,1500000000.0,10.0,7,1,2021-10-01,3.0,1,0.34848818877427856,0,0,1
XS1634369067,BYGV   6.875 02/28/23,1.304,800000000.0,10.0,2,2,2021-10-01,3.0,0,0.3092382980151647,0,0,1
XS2243631095,GAZFI  4.599 Perp     '25 FRN,3.683,1400000000.0,10.0,6,1,2021-10-01,3.0,0,0.4794955622948885,0,0,1
XS1951067039,CBOMF  5.150 02/20/24,2.195,327228000.0,10.0,5,2,2021-10-01,3.0,0,0.4145642091049856,1,0,0
XS2099763075,CBOMF  4.700 01/29/25,3.045,541000000.0,9.0,5,2,2021-10-01,3.0,0,0.5312499388524233,0,0,1
XS1533915721,EVRE   5.375 03/20/23,1.376,750000000.0,10.0,6,1,2021-10-01,3.0,0,0.471411355325513,0,0,1
RU000A0JWV63,FASPM 14.250 Perp     '26,3.781,5000000000.0,7.0,6,2,2021-10-01,3.0,0,0.4866400747351875,0,1,0
RU000A0JVUK8,AFKS   9.750 09/30/25 PUT,0.465,5000000000.0,8.0,5,2,2021-10-01,3.0,1,0.5176022327312878,0,1,0
RU000A0JWYQ5,AFKS   6.350 10/30/26 PUT,4.242,6500000000.0,8.0,5,2,2021-10-01,3.0,1,0.3608905581073337,0,1,0
RU000A100V79,TCSX   8.250 09/12/29 PUT,5.9170000000000025,10000000000.0,8.0,5,2,2021-10-01,1.0,0,0.508948338418734,0,1,0
RU000A0JXVE5,SVYIN  8.900 07/05/22,0.6859999999999999,20000000000.0,9.0,6,1,2021-10-01,3.0,0,0.54160582663095,0,1,0
RU000A0JX2F6,ROSB   6.550 12/20/26 PUT,1.129,5000000000.0,6.0,7,2,2021-10-01,2.0,1,0.2691434172494262,0,1,0
RU000A0JTM36,BANE   5.500 01/31/23 PUT,1.244,10000000000.0,8.0,7,1,2021-10-01,1.0,1,0.4528085993843478,0,1,0
RU000A0JTM51,BANE   5.500 01/31/23 PUT,1.242,5000000000.0,8.0,7,1,2021-10-01,1.0,1,0.4215097384157766,0,1,0
RU000A101MZ4,IIB    6.750 05/16/23,1.486,7000000000.0,7.0,10,3,2021-10-01,3.0,0,0.2367288904212132,0,1,0
RU000A0ZZZN8,SVKBK 10.350 12/21/21,0.17,750000000.0,8.0,6,1,2021-10-01,3.0,0,0.4117608229097655,0,1,0
RU000A1023K1,AFKS   6.700 08/26/30 PUT,6.702000000000001,10000000000.0,8.0,5,2,2021-10-01,1.0,1,0.4981658288462626,0,1,0
RU000A102GY7,HEDTR  6.450 12/11/23,2.005,4000000000.0,7.0,6,2,2021-10-01,3.0,0,0.4521928083463398,0,1,0
RU000A102RF3,PPFGP  6.850 02/06/26 PUT,2.13,5000000000.0,8.0,5,2,2021-10-01,1.0,0,0.5196978010146144,0,1,0
RU000A103QH9,ETALO  9.100 09/15/26,3.303,10000000000.0,6.0,1,3,2021-10-01,2.0,0,0.6195535598421366,0,1,0
RU000A103RD6,FASPM  8.000 11/15/24,2.768,10000000000.0,7.0,7,2,2021-10-01,1.0,0,0.4584165163130504,0,1,0
RU000A0JW1P8,GTLK   6.890 12/16/25 PUT,1.133,4000000000.0,8.0,6,1,2021-10-01,1.0,1,0.4646415971372527,0,1,0
RU000A0ZYNY4,GTLK   6.250 12/31/32 FRN PUT,7.569,10000000000.0,8.0,6,1,2021-10-01,1.0,1,0.4521615260750014,0,1,0
RU000A0ZYR91,GTLK   6.150 01/18/33 FRN PUT,7.366,10000000000.0,9.0,6,1,2021-10-01,1.0,1,0.4794219089375756,0,1,0
RU000A0ZZ1J8,GTLK   7.350 03/18/33 PUT,7.727,10000000000.0,9.0,6,1,2021-10-01,1.0,1,0.44192374915415983,0,1,0
RU000A0JVA10,GTLK   7.980 03/06/25 PUT,1.76,5000000000.0,8.0,6,1,2021-10-01,1.0,1,0.4226390075456111,0,1,0
RU000A0JVVA7,FASPM 12.500 10/13/22,0.95,9000000000.0,7.0,8,3,2021-10-01,1.0,1,0.3652000087454283,0,1,0
RU000A0JTVJ2,FASPM  8.300 04/11/23 PUT,0.48200000000000004,10000000000.0,8.0,6,1,2021-10-01,2.0,1,0.6092963403092699,0,1,0
RU000A100VX2,INOFC  7.900 09/26/29 PUT,6.026,7000000000.0,6.0,7,2,2021-10-01,3.0,0,0.3739861410876569,0,1,0
RU000A101D13,AFKS   7.100 01/26/23,1.217,10000000000.0,7.0,4,2,2021-10-01,2.0,0,0.5216938817834312,0,1,0
RU000A0JX1S1,ROSSI  6.650 11/27/31 PUT,1.099,15000000000.0,8.0,8,1,2021-10-01,3.0,1,0.4924972707007277,0,1,0
RU000A101KK0,FASPM  6.750 03/26/24 PUT,2.247,6500000000.0,7.0,8,3,2021-10-01,3.0,0,0.39770046768588974,0,1,0
XS1946883342,ALFAB  9.350 08/06/22 MTN,0.769,10000000000.0,9.0,6,1,2021-10-01,-1.0,0,0.0,0,1,0
RU000A101S81,UNCRS  6.500 05/28/30 PUT,6.574,10000000000.0,7.0,4,2,2021-10-01,2.0,0,0.4426586021374192,0,1,0
XS1691350455,RUCAM  8.125 09/28/22 '22,0.917,20000000000.0,10.0,7,1,2021-10-01,-1.0,0,0.0,0,1,0
RU000A0JTLJ3,USMHD  7.650 01/27/23 PUT,1.214,5000000000.0,8.0,7,1,2021-10-01,2.0,1,0.20781846433790035,0,1,0
RU000A0JTLL9,USMHD  7.650 01/27/23 PUT,1.214,5000000000.0,7.0,7,2,2021-10-01,2.0,1,0.29869686528525274,0,1,0
RU000A102Y58,BRSSD  9.600 04/01/24,2.201,6000000000.0,6.0,4,2,2021-10-01,3.0,0,0.5290662219259249,0,1,0
RU000A0JS5R1,VNESH  6.200 03/17/22 PUT,0.405,5000000000.0,6.0,1,3,2021-10-01,3.0,1,0.0,0,1,0
RU000A0JS603,VNESH  6.250 08/11/22 PUT,0.7929999999999999,5000000000.0,6.0,1,3,2021-10-01,3.0,1,0.3101918480990701,0,1,0
RU000A0JXSF8,TRMK   7.600 05/21/27 PUT,4.5089999999999995,10000000000.0,6.0,3,3,2021-10-01,2.0,0,0.4259921815872879,0,1,0
RU000A102CL3,RUGV   1.850 11/20/32,9.95,1250000000.0,9.0,7,1,2021-10-01,1.0,0,0.5485614207126401,1,0,0
XS2159874002,LKOH   3.875 05/06/30,7.300000000000002,1500000000.0,10.0,8,1,2021-11-01,3.0,0,0.5677396615296624,0,0,1
XS2134628069,MMCFN  2.550 09/11/25 '25,3.628,500000000.0,10.0,7,1,2021-11-01,3.0,0,0.44231659905855,0,0,1
RU000A102CL3,RUGV   1.850 11/20/32,10.042,1250000000.0,9.0,7,1,2021-11-01,1.0,0,0.5156501273453802,1,0,0
XS2291819980,GAZFI  2.950 01/27/29 MTN,6.4460000000000015,2000000000.0,10.0,8,1,2021-11-01,3.0,0,0.4297345876565366,0,0,1
XS0810596832,VTBR   9.500 Perp     '22 FRN,0.972,2250000000.0,10.0,7,1,2021-11-01,3.0,0,0.592844466737792,0,0,1
XS2252958751,VON    3.375 11/25/27 '27 MTN,5.393,1250000000.0,8.0,6,1,2021-11-01,-1.0,0,0.0,0,0,1
XS2384475930,CBOMF  3.875 09/21/26,4.415,500000000.0,9.0,5,2,2021-11-01,3.0,0,0.5599690460309447,0,0,1
XS1433454243,FLOT   5.375 06/16/23,1.49,498427000.0,10.0,7,1,2021-11-01,3.0,0,0.3843422865256322,0,0,1
XS1759468967,UNCRS  4.850 02/01/23,1.1540000000000001,500000000.0,8.0,3,2,2021-11-01,-1.0,0,0.0,0,0,1
XS1400710726,VON    7.250 04/26/23 '23,1.141,700000000.0,10.0,5,2,2021-11-01,-1.0,0,0.0,0,0,1
XS1772800204,DMAIR  5.075 02/15/23 '22,0.954,204719000.0,10.0,5,2,2021-11-01,3.0,0,0.4136250253902964,0,0,1
XS2010044548,CPPFD  4.500 09/19/24 '24,2.441,300000000.0,8.0,4,2,2021-11-01,-1.0,0,0.0,0,0,1
XS2010044381,GTEPT  4.949 02/18/26,3.838,550000000.0,10.0,5,2,2021-11-01,3.0,1,0.4904942521856256,0,0,1
XS2063279959,ALFAB  5.950 04/15/30 '25 FRN,3.111,850000000.0,9.0,5,2,2021-11-01,3.0,0,0.5429723402052526,0,0,1
XS2124187571,GAZFI  3.250 02/25/30 MTN,7.239,2000000000.0,10.0,8,1,2021-11-01,3.0,1,0.6165571221435429,0,0,1
XS1946883342,ALFAB  9.350 08/06/22 MTN,0.68,10000000000.0,9.0,7,1,2021-11-01,-1.0,0,0.0,0,1,0
XS0841671000,SGEEL  5.900 10/17/22 MTN,0.8859999999999999,634051000.0,10.0,8,1,2021-11-01,3.0,1,0.35130963455701825,0,0,1
